6984279,6
6984287,5
6984296,6
6984304,6
6984312,5
6984321,6
6984329,6
6984337,5
6984346,6
6984354,6
6984362,6
6984371,6
6984379,6
6984387,6
6984396,6
6984404,6
6984412,6
6984421,6
6984429,6
6984437,6
6984446,6
6984454,6
6984462,6
6984471,6
6984479,5
6984488,5
6984496,5
6984504,5
6984512,5
6984521,6
6984529,5
6984537,5
6984546,5
6984554,5
6984562,5
6984571,6
6984579,6
6984587,5
6984596,6
6984604,6
6984612,5
6984621,6
6984629,5
6984637,5
6984646,6
6984654,6
6984662,6
6984671,6
6984679,6
6984687,6
6984696,6
6984704,6
6984713,6
6984721,6
6984729,6
6984737,6
6984746,6
6984754,6
6984762,6
6984771,6
6984779,6
6984787,6
6984796,6
6984804,4
6984812,4
6984821,6
6984829,5
6984837,5
6984846,6
6984854,5
6984862,5
6984871,5
6984879,5
6984887,5
6984896,5
6984904,5
6984912,5
6984921,6
6984929,6
6984937,5
6984946,5
6984954,6
6984962,5
6984971,5
6984979,6
6984987,5
6984996,6
6985004,6
6985012,5
6985021,6
6985029,6
6985037,5
6985046,6
6985054,6
6985062,4
6985071,6
6985079,6
6985087,4
6985096,6
6985104,6
6985112,6
6985121,6
6985137,6
6985146,6
6985154,6
6985162,6
6985171,6
6985179,5
6985187,5
6985196,5
6985204,4
6985212,4
6985221,5
6985229,5
6985237,4
6985254,4
6985262,5
6985271,5
6985279,5
6985287,5
6985296,5
6985304,5
6985312,5
6985321,5
6985329,4
6985337,4
6985346,5
6985354,5
6985362,3
6985371,3
6985379,5
6985387,5
6985396,5
6985404,5
6985412,4
6985421,4
6985429,5
6985437,3
6985446,3
6985454,3
6985462,3
6985471,4
6985479,1
6985487,4
6985496,4
6985504,3
6985512,3
6985521,3
6985529,3
6985537,3
6985546,3
6985554,3
6985562,3
6985571,3
6985579,3
6985587,3
6985596,5
6985604,3
6985612,3
6985621,3
6985629,3
6985637,3
6985646,3
6985654,3
6985662,3
6985671,3
6985679,3
6985687,5
6985696,5
6985704,5
6985712,3
6985721,5
6985729,4
6985737,3
6985746,3
6985754,1
6985762,1
6985771,1
6985779,3
6985787,3
6985796,1
6985804,1
6985812,4
6985821,4
6985837,4
6985846,4
6985854,4
6985862,1
6985871,1
6985887,1
6985896,1
6985912,1
6985937,4
6985946,4
6985962,4
6985971,4
6985987,2
6985996,4
6986012,1
6986021,1
6986037,2
6986062,2
6986087,3
6986121,2
6986129,1
6986137,1
6986146,1
6986154,1
6986162,1
6986171,1
6986187,1
6986204,1
6986212,5
6986229,5
6986237,5
6986254,1
6986262,1
6986279,1
6986287,5
6986304,5
6986312,5
6986337,4
6986387,5
6986412,1
6986504,5
6986512,5
6986537,5
6986545,5
6986554,5
6986562,5
6986579,5
6986587,5
6986595,4
6986604,5
6986612,5
6986637,5
6986654,5
6986662,5
6986679,4
6986687,5
6986695,5
6986704,4
6986712,5
6986720,3
6986737,5
6986762,5
6986779,5
6986787,5
6986804,5
6986812,5
6986829,5
6986837,5
6986854,5
6986862,5
6986879,5
6986887,5
6986904,5
6986912,5
6986920,5
6986937,5
6986962,5
6986979,5
6986987,5
6987204,5
6987212,5
6987220,5
6987229,5
6987237,5
6987245,5
6987254,5
6987271,5
6987279,5
6987296,5
6987304,5
6987312,5
6987320,5
6987329,5
6987345,5
6987354,5
6987362,5
6987371,5
6987379,5
6987395,5
6987404,5
6987420,5
6987429,5
6987437,5
6987445,5
6987454,5
6987462,5
6987479,5
6987487,5
6987504,5
6987512,5
6987529,5
6987545,5
6987554,5
6987562,5
6987570,5
6987579,5
6987587,5
6987595,5
6987604,5
6987612,5
6987620,5
6987629,5
6987637,5
6987645,5
6987654,5
6987662,5
6987670,5
6987679,5
6987687,5
6987695,5
6987704,5
6987712,5
6987720,5
6987729,5
6987737,5
6987745,5
6987754,5
6987762,5
6987770,5
6987779,5
6987787,5
6987795,5
6987804,5
6987812,5
6987820,5
6987829,5
6987837,5
6987845,5
6987934,5
6987942,5
6987950,5
6987958,5
6987966,3
6987983,5
6987991,4
6988000,5
6988008,4
6988017,5
6988025,5
6988033,5
6988042,5
6988050,5
6988058,5
6988066,5
6988083,5
6988091,4
6988100,5
6988108,5
6988117,5
6988125,0
6988133,0
6988141,0
6988150,0
6988158,0
6988166,5
6988175,5
6988183,5
6988192,5
6988200,5
6988208,5
6988216,5
6988233,5
6988241,5
6988250,5
6988258,5
6988266,5
6988283,5
6988291,5
6988300,5
6988308,5
6988316,5
6988325,5
6988333,5
6988341,5
6988358,5
6988367,5
6988383,5
6988391,5
6988400,5
6988408,5
6988417,5
6988425,5
6988433,5
6988442,5
6988450,5
6988458,5
6988466,5
6988483,5
6988491,5
6988500,5
6988508,5
6988517,5
6988525,5
6988533,6
6988541,6
6988550,6
6988558,6
6988567,5
6988583,5
6988592,5
6988600,5
6988608,5
6988616,5
6988625,5
6988633,5
6988641,5
6988650,5
6988658,5
6988666,3
6988683,5
6988691,5
6988700,5
6988708,5
6988717,0
6988725,5
6988733,5
6988742,0
6988750,5
6988758,5
6988766,5
6988775,5
6988783,5
6988791,5
6988800,5
6988808,5
6988816,5
6988825,5
6988833,5
6988841,5
6988850,5
6988858,5
6988866,5
6988875,5
6988883,5
6988891,5
6988900,5
6988908,5
6988917,5
6988925,5
6988933,5
6988941,1
6988950,5
6988958,5
6988966,5
6988983,5
6988991,5
6989000,6
6989008,6
6989016,5
6989025,6
6989033,6
6989041,5
6989050,6
6989058,6
6989067,5
6989083,5
6989091,6
6989100,6
6989108,6
6989116,5
6989125,6
6989133,6
6989141,5
6989150,6
6989158,6
6989166,5
6989183,5
6989191,5
6989200,6
6989208,6
6989216,5
6989225,6
6989233,5
6989241,5
6989250,6
6989258,5
6989267,5
6989275,6
6989283,6
6989291,5
6989300,6
6989308,5
6989316,5
6989325,6
6989333,6
6989341,5
6989350,5
6989358,2
6989366,1
6989383,5
6989392,2
6989400,5
6989408,5
6989416,5
6989425,6
6989433,5
6989441,4
6989450,6
6989458,4
6989466,4
6989483,4
6989491,4
6989500,6
6989508,4
6989517,5
6989525,5
6989533,4
6989542,4
6989550,5
6989558,5
6989566,3
6989583,4
6989591,4
6989600,5
6989608,5
6989616,5
6989633,4
6989641,5
6989650,5
6989658,2
6989666,5
6989683,5
6989691,5
6989700,5
6989708,5
6989716,5
6989733,2
6989741,5
6989750,5
6989758,4
6989766,4
6989783,5
6989791,4
6989800,6
6989808,5
6989817,5
6989825,5
6989833,5
6989841,5
6989850,5
6989858,5
6989866,5
6989875,5
6989883,5
6989891,5
6989900,5
6989908,5
6989916,5
6989925,5
6989933,5
6989941,5
6989950,5
6989958,5
6989966,5
6989975,5
6989983,5
6989991,5
6990000,5
6990008,5
6990016,5
6990025,5
6990033,4
6990041,5
6990050,5
6990058,5
6990066,5
6990083,5
6990091,4
6990100,5
6990108,5
6990116,5
6990125,5
6990133,5
6990141,5
6990150,5
6990158,5
6990166,5
6990175,5
6990183,6
6990191,5
6990200,5
6990208,5
6990216,5
6990233,5
6990241,5
6990250,5
6990258,5
6990266,5
6990275,5
6990283,5
6990291,2
6990300,5
6990308,5
6990316,5
6990325,0
6990333,5
6990342,5
6990350,5
6990358,5
6990366,5
6990375,5
6990383,5
6990391,5
6990400,5
6990408,5
6990416,5
6990425,5
6990433,5
6990441,5
6990450,5
6990458,5
6990466,4
6990483,5
6990491,5
6990500,5
6990508,5
6990516,5
6990525,5
6990533,5
6990541,5
6990550,5
6990558,5
6990566,4
6990583,5
6990591,5
6990600,5
6990608,5
6990616,5
6990625,5
6990633,5
6990641,5
6990650,5
6990658,5
6990666,5
6990675,5
6990683,5
6990691,5
6990700,5
6990708,5
6990716,5
6990725,5
6990733,5
6990742,5
6990750,5
6990758,5
6990766,5
6990775,5
6990783,5
6990791,5
6990800,5
6990808,5
6990816,5
6990825,5
6990833,5
6990842,5
6990850,5
6990858,5
6990867,5
6990875,5
6990883,5
6990891,5
6990900,5
6990908,5
6990916,5
6990925,5
6990933,5
6990941,5
6990950,5
6990958,5
6990966,4
6990983,5
6991008,5
6991146,5
6991154,5
6991163,5
6991171,5
6991179,6
6991188,6
6991196,6
6991204,6
6991213,6
6991221,6
6991229,6
6991238,6
6991246,5
6991254,5
6991263,5
6991271,5
6991279,5
6991288,5
6991296,5
6991304,5
6991313,6
6991321,6
6991329,6
6991338,6
6991346,6
6991354,6
6991363,6
6991371,6
6991379,6
6991388,6
6991396,6
6991404,6
6991413,6
6991421,6
6991429,6
6991438,6
6991446,6
6991454,6
6991463,6
6991471,6
6991480,6
6991488,6
6991496,6
6991505,6
6991513,6
6991521,6
6991529,6
6991538,6
6991546,6
6991554,6
6991563,6
6991571,6
6991579,6
6991588,6
6991596,6
6991604,6
6991613,5
6991621,5
6991629,5
6991638,5
6991646,5
6991654,5
6991663,5
6991671,5
6991679,5
6991688,5
6991696,5
6991704,5
6991713,5
6991721,5
6991729,5
6991738,6
6991746,6
6991754,6
6991763,6
6991771,6
6991779,6
6991788,6
6991796,6
6991804,6
6991813,5
6991821,5
6991829,5
6991838,5
6991846,5
6991854,5
6991863,5
6991871,5
6991879,5
6991888,5
6991896,5
6991904,5
6991913,5
6991921,5
6991929,5
6991938,5
6991946,5
6991954,5
6991963,5
6991971,5
6991979,5
6991988,5
6991996,5
6992004,5
6992013,5
6992021,5
6992029,5
6992038,5
6992046,5
6992054,5
6992063,5
6992071,5
6992079,5
